# data file for b-pn2.mod (set SS = {18,20,22,24,26,28,30,32})

param:      q,       Qm     :=
 13    2.667413247674674e+000    3.282227841800370e+000    2.338128780601030e+000
 14    2.843491435049743e+000    3.500437343061728e+000    2.482448684748406e+000
 15    3.040316562012812e+000    3.738571427767464e+000    2.641254214419328e+000
 16    3.257829505250036e+000    3.994753691451924e+000    2.813804533800076e+000
 17    3.507595149752366e+000    4.284501876888803e+000    3.008411496189734e+000
 18    3.790409300321386e+000    4.605427531041860e+000    3.224905544239116e+000
 19    4.123422299047226e+000    4.979710404967732e+000    3.474592633106472e+000
 20    4.508637717049829e+000    5.404360272427987e+000    3.758121766268230e+000
 21    4.973823879810334e+000    5.913807462204816e+000    4.092523469990894e+000
 22    5.523723448032418e+000    6.504514454586421e+000    4.479654401616350e+000
 23    6.207009588457822e+000    7.234607730507394e+000    4.947257569346056e+000
 24    7.034869901480813e+000    8.100368896252339e+000    5.499924455892366e+000
 25    8.099675123650321e+000    9.209069526595928e+000    6.186346445554092e+000
 26    9.432556759088484e+000    1.055784078279510e+001    7.017616006727981e+000
 27    1.121007282499327e+001    1.237349334347889e+001    8.086129356966074e+000
 28    1.357846450344274e+001    1.464157915055769e+001    9.422922373992310e+000
 29    1.663159596764906e+001    1.800098035871048e+001    1.120461858038109e+001
 30    2.179226849899397e+001    2.216510406622347e+001    1.357737699322382e+001
 31    2.420291648673609e+001    3.037827501157620e+001    1.663513812802931e+001
 32    4.374878795417501e+001    3.799740445089499e+001    2.180063848950096e+001
 33   -1.186650398476711e+001    7.603173030127620e+001    2.421640358504266e+001
 34    1.687407405601999e+002    7.411325706274553e+001    4.376763888971114e+001
 35   -8.225576116057637e+002    4.315159677380352e+002   -1.184196793785515e+001
 36    2.215697592316048e+003    1.235672504586445e+002    1.687712986716183e+002
 37   -8.558985342378093e+003    4.404812508826622e+003   -8.225206259896263e+002
 38    2.215717869463160e+003   -5.670938128090032e+003    2.215741494705304e+003
 39   -8.225166525067137e+002    4.404838245816465e+003   -8.558934124279753e+003
 40    1.688032520028234e+002    1.236194422133176e+002    2.215777273170690e+003
 41   -1.178118324275966e+001    4.315958620885188e+002   -8.224484714742807e+002
 42    4.385881222134860e+001    7.422308839624476e+001    1.688811992511472e+002
 43    2.433990051512038e+001    7.617419559852470e+001   -1.169245806590575e+001
 44    2.195942051384006e+001    3.817662895194478e+001    4.395974402450895e+001
 45    1.683251281097923e+001    3.059877561089304e+001    2.445452555342406e+001
 46    1.381823796576876e+001    2.243366039224556e+001    2.208995199531270e+001
 47    1.149420389030367e+001    1.832467394196705e+001    1.698119404273378e+001
 48    9.769081842440160e+000    1.503127816692082e+001    1.398865065616272e+001
 49    8.497014037146306e+000    1.284013098814555e+001    1.168988040153108e+001
 50    7.505997405948197e+000    1.111910277466685e+001    9.996113430960972e+000
 51    6.765104777800515e+000    9.882061870247808e+000    8.761220272717036e+000
 52    6.190606952104019e+000    8.914865845678273e+000    7.818291582722533e+000
 53    5.770866831358025e+000    8.217981436699329e+000    7.135487176442571e+000
 54    5.473928063548763e+000    7.708465013140473e+000    6.639146982387508e+000
 55    5.293117780417928e+000    7.382488727874815e+000    6.315407996031794e+000
 56    5.228050897738661e+000    7.221976010189002e+000    6.145986619104039e+000
 57    5.281434875770611e+000    7.214413120024489e+000    6.130476723693385e+000
 58    5.406564040338396e+000    7.303262138597854e+000    6.204424825489687e+000
 59    5.837756830957812e+000    7.614453386842176e+000    6.631671551157684e+000
 60    5.620630909954055e+000    7.213391846631371e+000    6.304292356472482e+000
 61    9.159536517717924e+000    9.649646585610432e+000    1.025066422428375e+001

 :               40                        41                       42  := 
 1    -4.607526090188729e-001    2.332528926171392e+000   -2.793110224778594e-002
 2     7.236971693862155e-001    1.374783664110425e+000    9.444515616932832e-001
 3     8.657273081955941e-001    1.311522915401035e+000    9.352789405709062e-001
 4     1.159646697199926e+000    1.243249944393800e+000    1.130467423201424e+000
 5     1.379475709177322e+000    1.284720954894340e+000    1.280854056362761e+000
 6     1.598042236326957e+000    1.351774456422602e+000    1.452109092819675e+000
 7     1.803994449941703e+000    1.441348787115475e+000    1.622659360549944e+000
 8     1.995943419363468e+000    1.535903994631963e+000    1.786934420083864e+000
 9     2.182120912508624e+000    1.637872871002004e+000    1.949677159715630e+000
 10    2.358581969709094e+000    1.740211548990036e+000    2.104854646533615e+000
 11    2.534880373051389e+000    1.847905557766210e+000    2.260486063441430e+000
 12    2.708140394738058e+000    1.957368581935276e+000    2.412502918609934e+000
 13    2.887556517225290e+000    2.073845096314090e+000    2.568916529738120e+000
 14    3.070877489576874e+000    2.195319704829452e+000    2.726761222204742e+000
 15    3.267678001780178e+000    2.327312992482576e+000    2.894052195371243e+000
 16    3.475846941858255e+000    2.468515365358132e+000    3.068347473044042e+000
 17    3.706729360574132e+000    2.625261830476159e+000    3.258474364420014e+000
 18    3.958024017653552e+000    2.796827678552103e+000    3.462092934195816e+000
 19    4.244826403418298e+000    2.991257331040934e+000    3.690125498908098e+000
 20    4.564372408718818e+000    3.208325016396090e+000    3.940035510146932e+000
 21    4.938645742705204e+000    3.459194441475363e+000    4.226696409069288e+000
 22    5.364334837972325e+000    3.744434911342826e+000    4.547127590827547e+000
 23    5.875826891447468e+000    4.081021039608680e+000    4.923227997241784e+000
 24    6.469286154985973e+000    4.470715479479526e+000    5.351477354751314e+000
 25    7.202858974575712e+000    4.941252913780386e+000    5.866245376193687e+000
 26    8.072642861874167e+000    5.497161818952362e+000    6.463564058875649e+000
 27    9.185939243818594e+000    6.187141705411635e+000    7.201583986563358e+000
 28    1.053970297817014e+001    7.022220049276187e+000    8.076276520902306e+000
 29    1.236083741969206e+001    8.094837654776020e+000    9.195003472468582e+000
 30    1.463474818356745e+001    9.435975523777766e+000    1.055461891586054e+001
 31    1.800042453868014e+001    1.122231509385808e+001    1.238210356779544e+001
 32    2.217116101065889e+001    1.359997507635710e+001    1.466279250784933e+001
 33    3.039140930058899e+001    1.666297151881842e+001    1.803577526130078e+001
 34    3.801800842008821e+001    2.183402125735604e+001    2.221431505642398e+001
 35    7.606029260781261e+001    2.425571101730926e+001    3.044293421654389e+001
 36    7.415028861818844e+001    4.381328915907964e+001    3.807854503003277e+001
 37    4.315620678219778e+002   -1.178950011743326e+001    7.613053686358377e+001
 38    1.236230977496281e+002    1.688311370496758e+002    7.423107008384355e+001
 39    4.404878897547282e+003   -8.224527986311786e+002    4.316542779157970e+002
 40   -5.670860369797651e+003    2.215818091551212e+003    1.237278822894460e+002
 41    4.404928552187216e+003   -8.558847941105570e+003    4.404997458870316e+003
 42    1.237235711746220e+002    2.215874191092527e+003   -5.670726420992385e+003
 43    4.317152527863659e+002   -8.223396713107826e+002    4.405079576988142e+003
 44    7.435979952649207e+001    1.690035459866818e+002    1.238940754312568e+002
 45    7.633026287134601e+001   -1.155487173816333e+001    4.319076103513944e+002
 46    3.835524874408592e+001    4.411512380295868e+001    7.457777429071545e+001
 47    3.080299375272435e+001    2.463024968718784e+001    7.657737537023867e+001
 48    2.266864124623534e+001    2.229013642216209e+001    3.863756291964036e+001
 49    1.859517246735028e+001    1.720984457634300e+001    3.112598678170002e+001
 50    1.534604590471233e+001    1.425274880300460e+001    2.304256359462986e+001
 51    1.320688735128098e+001    1.199600563367956e+001    1.902887905525566e+001
 52    1.155340132989592e+001    1.035674500721759e+001    1.585771024407926e+001
 53    1.039673720684126e+001    9.187612073474054e+000    1.381111691768362e+001
 54    9.537997644451942e+000    8.333310388543863e+000    1.228286604244023e+001
 55    8.970242746254881e+000    7.759027624409375e+000    1.127445452825737e+001
 56    8.631836488286933e+000    7.406648315302160e+000    1.061198190666703e+001
 57    8.504802722442205e+000    7.268498041099108e+000    1.026870444578492e+001
 58    8.501708818434775e+000    7.250086045025073e+000    1.009881325789921e+001
 59    8.755486640499484e+000    7.650048517528379e+000    1.023885856360191e+001
 60    8.159741809881496e+000    7.159351461308721e+000    9.350672898434350e+000
 61    1.074047330498195e+001    1.158926594883986e+001    1.203096264200459e+001

 :               43                        44                        45  := 
 1     2.496241352220411e+000    4.306794957850984e-001    2.702049283483554e+000
 2     1.500955532639966e+000    1.197274358834002e+000    1.657528581616604e+000
 3     1.332634001277984e+000    1.033081766050334e+000    1.378936259277297e+000
 4     1.208950769265718e+000    1.130269496549484e+000    1.197315882396319e+000
 5     1.206501814714868e+000    1.212427382186616e+000    1.150477675898840e+000
 6     1.245077960133708e+000    1.338529636494925e+000    1.161101177552761e+000
 7     1.313121318502912e+000    1.476430811160094e+000    1.208885070273735e+000
 8     1.390837334331030e+000    1.615902813078343e+000    1.271512558557636e+000
 9     1.478591602921916e+000    1.758633107546015e+000    1.347101351006829e+000
 10    1.567632622629260e+000    1.896196489537416e+000    1.425249727196711e+000
 11    1.662369566122508e+000    2.035405518297288e+000    1.509888757527557e+000
 12    1.758143826084590e+000    2.171009755594814e+000    1.595201646125273e+000
 13    1.859778263107846e+000    2.310184569170466e+000    1.685867409311307e+000
 14    1.964583300953785e+000    2.449248204130700e+000    1.778425973138765e+000
 15    2.077286130104825e+000    2.595252878809492e+000    1.877303738570062e+000
 16    2.196231294393730e+000    2.745318659721556e+000    1.980343091057855e+000
 17    2.326516720024500e+000    2.906777008959696e+000    2.091877258958837e+000
 18    2.466964244845058e+000    3.077134804427974e+000    2.210489761806445e+000
 19    2.623635599748049e+000    3.264798709531045e+000    2.341001375583885e+000
 20    2.795830823308320e+000    3.467318403868673e+000    2.482332428269134e+000
 21    2.991434694791194e+000    3.695374854092856e+000    2.640371617656330e+000
 22    3.210201204237724e+000    3.946307543136164e+000    2.814452160654784e+000
 23    3.463213725961256e+000    4.234872274224666e+000    3.012359068263110e+000
 24    3.750998277379058e+000    4.557959198954139e+000    3.233848784508136e+000
 25    4.090499945808534e+000    4.937420020552169e+000    3.489958472487656e+000
 26    4.483447223711999e+000    5.369649048218072e+000    3.781206181782308e+000
 27    4.957569778340758e+000    5.889000632533147e+000    4.124522663167002e+000
 28    5.517358959099966e+000    6.491426794461708e+000    4.521625144181643e+000
 29    6.211542203908115e+000    7.235112222837286e+000    5.000258368515670e+000
 30    7.051117694523529e+000    8.115971027220859e+000    5.564909098906505e+000
 31    8.128569380006519e+000    9.241417573821446e+000    6.264336447518880e+000
 32    9.474861763315656e+000    1.060827745353486e+001    7.109546291383127e+000
 33    1.126673948348180e+001    1.244360905338275e+001    8.193076336135594e+000
 34    1.365032527088808e+001    1.473275977454572e+001    9.545920827757706e+000
 35    1.671968480268920e+001    1.811486634067172e+001    1.134486436993117e+001
 36    2.189760707951544e+001    2.230332002755377e+001    1.373613505894367e+001
 37    2.432672283475208e+001    3.054267056819722e+001    1.681383184641533e+001
 38    4.389238998603990e+001    3.819002707634077e+001    2.200089376385259e+001
 39   -1.170158500275678e+001    7.625481855420330e+001    2.444000655354814e+001
 40    1.689287877162957e+002    7.436954765986243e+001    4.401677689696246e+001
 41   -8.223444490279738e+002    4.318083551214890e+002   -1.156494355350742e+001
 42    2.215938499348361e+003    1.238995466982189e+002    1.690792605138848e+002
 43   -8.558714247483309e+003    4.405188667383143e+003   -8.221785574223779e+002
 44    2.216023299256488e+003   -5.670512816685059e+003    2.216122159226682e+003
 45   -8.221733017262417e+002    4.405318470703644e+003   -8.558510598571243e+003
 46    1.691901945208335e+002    1.241626899231955e+002    2.216250620015864e+003
 47   -1.134501274891308e+001    4.322101040457927e+002   -8.219189360693173e+002
 48    4.435299575568920e+001    7.492139202578883e+001    1.694773389300593e+002
 49    2.490074145321676e+001    7.696853635285416e+001   -1.101969714958096e+001
 50    2.260137655911520e+001    3.908850220081336e+001    4.472614399916054e+001
 51    1.756937924954345e+001    3.164703919149686e+001    2.533054317700444e+001
 52    1.467508240825443e+001    2.365539034722410e+001    2.310505366957390e+001
 53    1.249398309958208e+001    1.975038883021078e+001    1.816187204496082e+001
 54    1.095686137174862e+001    1.672671998513808e+001    1.538778232570243e+001
 55    9.912333400361298e+000    1.485359891182662e+001    1.335270041651038e+001
 56    9.223157919302766e+000    1.355499023985440e+001    1.200903110259659e+001
 57    8.860245854934341e+000    1.280403600228402e+001    1.120984705595815e+001
 58    8.673441244521120e+000    1.232354524472128e+001    1.070487472734876e+001
 59    9.001189892526540e+000    1.224547198480374e+001    1.086978438980236e+001
 60    8.261771914381091e+000    1.090307479152708e+001    9.736005833410318e+000
 61    1.326514020068740e+001    1.357086015691940e+001    1.540850985689659e+001

 :               46                        47                        48  := 
 1     9.316925476653952e-001    2.961113540506095e+000    1.499725790665358e+000
 2     1.491516457139730e+000    1.852197561290096e+000    1.842995548445033e+000
 3     1.162833587383104e+000    1.453613125233003e+000    1.332496134562395e+000
 4     1.159256230346222e+000    1.209135768855764e+000    1.220890422314962e+000
 5     1.171987834390316e+000    1.115618159265043e+000    1.160095959666040e+000
 6     1.253670638545285e+000    1.097771045272982e+000    1.196300401238608e+000
 7     1.360520751519889e+000    1.125927072690628e+000    1.272518843352665e+000
 8     1.477233524696332e+000    1.174517969562840e+000    1.367818166682212e+000
 9     1.602592364607892e+000    1.239517646544907e+000    1.477799480262164e+000
 10    1.725315484459020e+000    1.308713851090928e+000    1.587951852189146e+000
 11    1.851494216908142e+000    1.385461691279140e+000    1.703945846875002e+000
 12    1.974406883053158e+000    1.462876821604041e+000    1.817158147351738e+000
 13    2.100703248356670e+000    1.545600833043034e+000    1.934214221122240e+000
 14    2.225990804036704e+000    1.629323450816841e+000    2.049724949453158e+000
 15    2.356691245486430e+000    1.718445984134804e+000    2.169789929736533e+000
 16    2.489472583909340e+000    1.810209350457785e+000    2.290622395512550e+000
 17    2.630762166369845e+000    1.908674598276309e+000    2.418078742704320e+000
 18    2.777793317398781e+000    2.012024992128078e+000    2.549093762762600e+000
 19    2.937481283797621e+000    2.124315397248747e+000    2.689687763257106e+000
 20    3.107335583925596e+000    2.244295729593796e+000    2.837199364933672e+000
 21    3.295507901927340e+000    2.376604484718589e+000    2.998282085222919e+000
 22    3.499506754610494e+000    2.520243511360009e+000    3.170478513968486e+000
 23    3.729869871392135e+000    2.680987092665685e+000    3.361779162673690e+000
 24    3.983879263899908e+000    2.858212654295402e+000    3.569700584000874e+000
 25    4.276220272246680e+000    3.059646783124116e+000    3.804693796012238e+000
 26    4.603740613820957e+000    3.285061858723918e+000    4.064038131057804e+000
 27    4.988262521232836e+000    3.545475483344313e+000    4.362381624117346e+000
 28    5.426144022743037e+000    3.841418945596990e+000    4.696578237430599e+000
 29    5.951752576969870e+000    4.189829147231334e+000    5.088447972073483e+000
 30    6.561026239849880e+000    4.592443468175270e+000    5.534379934857545e+000
 31    7.312181686457955e+000    5.077030282078250e+000    6.068757440816373e+000
 32    8.201148962095848e+000    5.648109969564745e+000    6.687584397467962e+000
 33    9.335400659417902e+000    6.354488854968504e+000    7.449119077016563e+000
 34    1.071182413472491e+001    7.207232282010611e+000    8.349413296406498e+000
 35    1.255750270983939e+001    8.298910276313871e+000    9.495943127574190e+000
 36    1.485797653178312e+001    9.660662692892752e+000    1.088587037169896e+001
 37    1.825238237812644e+001    1.146929817055822e+001    1.274624999239807e+001
 38    2.245439030952303e+001    1.387124774941704e+001    1.506301103873375e+001
 39    3.070856109326996e+001    1.696065593938613e+001    1.847526567716812e+001
 40    3.837246081247972e+001    2.216078637408897e+001    2.269730023388401e+001
 41    7.645548138349120e+001    2.461435584191076e+001    3.097358381851895e+001
 42    7.459088853374261e+001    4.420751111103274e+001    3.866269033341156e+001
 43    4.320526973500057e+002   -1.135590115669191e+001    7.677379628986407e+001
 44    1.241704949838637e+002    1.693094514747180e+002    7.494184724123163e+001
 45    4.405489594971812e+003   -8.219244529046712e+002    4.324404399025048e+002
 46   -5.670176497799601e+003    2.216404557067148e+003    1.246019987243424e+002
 47    4.405695308446832e+003   -8.558195864442514e+003    4.405971066090064e+003
 48    1.245888056449827e+002    2.216604828677156e+003   -5.669633977557875e+003
 49    4.326932329579126e+002   -8.215188659134474e+002    4.406308606445634e+003
 50    7.547650501958242e+001    1.699350965182774e+002    1.252917150519503e+002
 51    7.760798985250467e+001   -1.049368006756454e+001    4.335010705534838e+002
 52    3.983881126447610e+001    4.534146100055873e+001    7.642291796255630e+001
 53    3.252824769376276e+001    2.605299250044670e+001    7.871757638348647e+001
 54    2.471496118981074e+001    2.397297199355194e+001    4.117197117452906e+001
 55    2.101821828223538e+001    1.920563229879982e+001    3.412048999038444e+001
 56    1.827075105519238e+001    1.666484419973104e+001    2.665273541785937e+001
 57    1.669981608144370e+001    1.492200693816584e+001    2.332297475558346e+001
 58    1.560153752759910e+001    1.378833741317328e+001    2.080586132274360e+001
 59    1.509828142387620e+001    1.359372981363965e+001    1.943238660061221e+001
 60    1.301665673538447e+001    1.180085066035466e+001    1.606331866158887e+001
 61    1.540218980936023e+001    1.820987408380578e+001    1.751019645403446e+001

 :               49                        50                        51  := 
 1     3.292632075755962e+000    2.174660721225602e+000    3.730044384883609e+000
 2     2.098437963468354e+000    2.279074928176700e+000    2.420297788391623e+000
 3     1.563571741024019e+000    1.557161760902470e+000    1.722237821465374e+000
 4     1.247855889372043e+000    1.323673530361082e+000    1.321263517941412e+000
 5     1.103008749554504e+000    1.180924723680567e+000    1.116768612493854e+000
 6     1.054883860301619e+000    1.168184078157640e+000    1.034634458952206e+000
 7     1.063135510512771e+000    1.212892305634662e+000    1.021626940988858e+000
 8     1.098218092281564e+000    1.287278216860814e+000    1.043181736344358e+000
 9     1.153940777297394e+000    1.383391915892106e+000    1.090591049818315e+000
 10    1.215669189739606e+000    1.483010702909262e+000    1.146193503887697e+000
 11    1.286445054523267e+000    1.591388718691213e+000    1.212965957030587e+000
 12    1.358199493591962e+000    1.697674686627238e+000    1.281091541961929e+000
 13    1.435472254090622e+000    1.808833548608940e+000    1.355343343179615e+000
 14    1.513203633385374e+000    1.918055074006830e+000    1.429803752578180e+000
 15    1.595884364112021e+000    2.031636943283788e+000    1.509014583191291e+000
 16    1.680072338743270e+000    2.145042500271874e+000    1.588945838016929e+000
 17    1.769837088830847e+000    2.263877745121208e+000    1.673805716106387e+000
 18    1.862856773879019e+000    2.384763207221784e+000    1.760676218594608e+000
 19    1.962918432017614e+000    2.513169417977510e+000    1.853370232740167e+000
 20    2.068433592921503e+000    2.646226751205090e+000    1.949846582962936e+000
 21    2.183271763181092e+000    2.789699238578484e+000    2.053715897316151e+000
 22    2.306307417658400e+000    2.941022678728377e+000    2.163549219387331e+000
 23    2.442056158526422e+000    3.106683032858445e+000    2.283095522841950e+000
 24    2.589601981383580e+000    3.284289693981458e+000    2.411343832416594e+000
 25    2.754654303626407e+000    3.481740674672513e+000    2.552748468144150e+000
 26    2.936627883895220e+000    3.696585592782396e+000    2.706447870575936e+000
 27    3.143230128008518e+000    3.939240226484742e+000    2.878142638005933e+000
 28    3.374270127040454e+000    4.207031993235922e+000    3.067305889761102e+000
 29    3.640767864539564e+000    4.514599992171989e+000    3.281652772833297e+000
 30    3.943300424261040e+000    4.858877896299452e+000    3.521064968927740e+000
 31    4.298824884578851e+000    5.261692512119912e+000    3.796587631723166e+000
 32    4.709141608900608e+000    5.719558161890363e+000    4.108895495003658e+000
 33    5.202063391864297e+000    6.266887516203004e+000    4.474994249340496e+000
 34    5.782206749069326e+000    6.899883820195317e+000    4.896828143538963e+000
 35    6.498405696113680e+000    7.676790063545404e+000    5.402239989257883e+000
 36    7.361922851826385e+000    8.594041182210651e+000    5.996112701098437e+000
 37    8.465345314816371e+000    9.759056686909372e+000    6.727296940028864e+000
 38    9.840087726806798e+000    1.116954144440668e+001    7.607431421032548e+000
 39    1.166299469970868e+001    1.305248396945626e+001    8.729134024786575e+000
 40    1.408092851873617e+001    1.539465974477837e+001    1.012440596200343e+001
 41    1.718804756835559e+001    1.883502048790503e+001    1.197008974124982e+001
 42    2.240832170090304e+001    2.308921938984226e+001    1.441400095389959e+001
 43    2.488443120152262e+001    3.140139320354894e+001    1.755022415970033e+001
 44    4.450370784090550e+001    3.913237879964492e+001    2.280432209607896e+001
 45   -1.103012631742802e+001    7.729072535920726e+001    2.531877195935580e+001
 46    1.696702912656158e+002    7.551521435070498e+001    4.498363520275684e+001
 47   -8.215233874627339e+002    4.330782438424114e+002   -1.049784362730223e+001
 48    2.216854712779074e+003    1.253190502887876e+002    1.702666166337519e+002
 49   -8.557688700633675e+003    4.406779820176224e+003   -8.208524543879416e+002
 50    2.217184191361768e+003   -5.668708563593093e+003    2.217620212423539e+003
 51   -8.208543040343485e+002    4.407370788687319e+003   -8.556811601392685e+003
 52    1.707116207095802e+002    1.265353768420224e+002    2.218209025132323e+003
 53   -9.583122945063698e+000    4.349580725622514e+002   -8.196530477793279e+002
 54    4.643489361132043e+001    7.817460714332742e+001    1.721554721812911e+002
 55    2.736632705853747e+001    8.080843596097627e+001   -7.848966433434828e+000
 56    2.557949503439656e+001    4.372096518866490e+001    4.856067691769936e+001
 57    2.117335104298731e+001    3.713949349388878e+001    2.996405134453029e+001
 58    1.888303923019122e+001    2.996456645836315e+001    2.850423877441406e+001
 59    1.784014968243196e+001    2.671194700585310e+001    2.491495552193116e+001
 60    1.487723287228026e+001    2.082191097535424e+001    1.988550882021828e+001
 61    2.194314794013044e+001    1.965793523769483e+001    2.694604091172942e+001

 :               52                       53                        54  :=
 1     3.026236315725323e+000    4.335437371466878e+000    4.181649149309808e+000
 2     2.849306630247182e+000    2.862627556657132e+000    3.646993467969756e+000
 3     1.865158489952496e+000    1.955141049964053e+000    2.309295682158683e+000
 4     1.484816391866483e+000    1.445083045494464e+000    1.736736600711430e+000
 5     1.244459342198350e+000    1.166291817476246e+000    1.370101174698832e+000
 6     1.175630777665679e+000    1.043110622057680e+000    1.231670711528234e+000
 7     1.186007576225609e+000    1.005843090288012e+000    1.201828736766055e+000
 8     1.239001224326611e+000    1.013131616528504e+000    1.231865345455264e+000
 9     1.322570754863572e+000    1.053074225035025e+000    1.304411082115414e+000
 10    1.413634467631750e+000    1.104036127463249e+000    1.389519655884485e+000
 11    1.517155262327988e+000    1.169032054882159e+000    1.492200254871521e+000
 12    1.619612582999848e+000    1.235927547525664e+000    1.595104092868319e+000
 13    1.728458556207992e+000    1.310121527390832e+000    1.706598236209586e+000
 14    1.835128572334408e+000    1.384266636511793e+000    1.815862342124144e+000
 15    1.946541156521302e+000    1.463354222783733e+000    1.930732262765000e+000
 16    2.056961968880058e+000    1.542635822336120e+000    2.043871901006312e+000
 17    2.172304589052558e+000    1.626460476103336e+000    2.162026442168812e+000
 18    2.288554612607768e+000    1.711385404297759e+000    2.280032702919950e+000
 19    2.410984158519670e+000    1.801411428909185e+000    2.403603563909212e+000
 20    2.536476844501488e+000    1.893932321884042e+000    2.528998229176800e+000
 21    2.670279803078144e+000    1.992621250706884e+000    2.661369074727632e+000
 22    2.809666186589123e+000    2.095613688489628e+000    2.797740129788522e+000
 23    2.960250165734790e+000    2.206426297696311e+000    2.943289023326280e+000
 24    3.119580545726829e+000    2.323764190976684e+000    3.095410767301688e+000
 25    3.294066933550911e+000    2.451341080518824e+000    3.259718435123815e+000
 26    3.481377962795120e+000    2.588206246664611e+000    3.433811835247047e+000
 27    3.689399990362376e+000    2.738838197944042e+000    3.624172950257090e+000
 28    3.915768405841864e+000    2.902448187048530e+000    3.828566759885534e+000
 29    4.170902921693188e+000    3.084771408721286e+000    4.054956315467324e+000
 30    4.452261624658422e+000    3.285377766541734e+000    4.301139311363410e+000
 31    4.774499280835221e+000    3.512033753960808e+000    4.577621612848364e+000
 32    5.134745996523896e+000    3.764757603852692e+000    4.882122727529123e+000
 33    5.554859243054299e+000    4.054666207037613e+000    5.229387036750574e+000
 34    6.031655495901348e+000    4.382639846985468e+000    5.616962423365956e+000
 35    6.599527799357282e+000    4.765738702848934e+000    6.066754904231356e+000
 36    7.255208814541685e+000    5.206264197303885e+000    6.576276272028813e+000
 37    8.056870477454227e+000    5.732100282316149e+000    7.179921700760461e+000
 38    9.001709841064899e+000    6.348648231724499e+000    7.875460732543345e+000
 39    1.019704640081852e+001    7.104809988668364e+000    8.721030913967340e+000
 40    1.164177018876833e+001    8.013038494089155e+000    9.715469205519660e+000
 41    1.356263992521662e+001    9.165959258174804e+000    1.096590917680868e+001
 42    1.594833966415098e+001    1.059690073848016e+001    1.247391709730628e+001
 43    1.943735512270704e+001    1.248261845320223e+001    1.446578455788281e+001
 44    2.374849914563124e+001    1.497315371098234e+001    1.693468220968826e+001
 45    3.212502362095496e+001    1.816232331450060e+001    2.051809795972699e+001
 46    3.993315563364891e+001    2.347953845597815e+001    2.494264030261341e+001
 47    7.817973105944480e+001    2.606661650701462e+001    3.344946235399520e+001
 48    7.651319233775925e+001    4.582061543442499e+001    4.141904535947120e+001
 49    4.342024459543655e+002   -9.556794237683954e+000    7.985365490205209e+001
 50    1.266049749218022e+002    1.713401058757064e+002    7.842935717983691e+001
 51    4.408255288374976e+003   -8.196220741468724e+002    4.364043086721730e+002
 52   -5.666979576765797e+003    2.219059303968004e+003    1.291930127216872e+002
 53    4.409398249197398e+003   -8.555122804353443e+003    4.411301231151572e+003
 54    1.289800139811768e+002    2.220245701982310e+003   -5.663281106799681e+003
 55    4.378813791259064e+002   -8.172011157410518e+002    4.413851723597694e+003
 56    8.176144341722562e+001    1.751821144008542e+002    1.345316920880180e+002
 57    8.505285700833670e+001   -4.148828696660868e+000    4.445063197406664e+002
 58    4.842527892465807e+001    5.277407166870136e+001    8.940489030395604e+001
 59    4.165231881729364e+001    3.512246402197043e+001    9.199961097430648e+001
 60    2.919682454591670e+001    2.932837075074120e+001    4.671870054786870e+001
 61    2.090600397478125e+001    3.304279030036716e+001    1.929780273752328e+001

 :               55                        56                        57  :=
 1     5.226170918647251e+000    5.848178403473453e+000    6.581514632621259e+000
 2     3.512202525918571e+000    4.832660748422452e+000    4.510812868144132e+000
 3     2.311121814260908e+000    2.972819958980780e+000    2.860409910576400e+000
 4     1.649251598129362e+000    2.126871073547415e+000    1.971785758524639e+000
 5     1.269354169927743e+000    1.582252419066580e+000    1.443303118412470e+000
 6     1.092368941061528e+000    1.350552022741364e+000    1.191024597252706e+000
 7     1.025230579395391e+000    1.270832240574166e+000    1.085435002202297e+000
 8     1.016547656702536e+000    1.276031971320710e+000    1.059447406146652e+000
 9     1.050200753977297e+000    1.341133860540464e+000    1.090540734070291e+000
 10    1.098789844575864e+000    1.425771364766234e+000    1.142079466977649e+000
 11    1.165497899521280e+000    1.535430373050690e+000    1.217959270918038e+000
 12    1.234897045279306e+000    1.646778805020139e+000    1.297507029885995e+000
 13    1.313409455597079e+000    1.770089188204649e+000    1.388933444966245e+000
 14    1.391620818912848e+000    1.890930780292208e+000    1.479581244295310e+000
 15    1.475515748073083e+000    2.018848128207774e+000    1.577190502112314e+000
 16    1.558982068526214e+000    2.144206152218104e+000    1.673448999590221e+000
 17    1.647012398881392e+000    2.275143512629830e+000    1.774807576994863e+000
 18    1.735441530258107e+000    2.404764534584032e+000    1.875548627800782e+000
 19    1.828543859099310e+000    2.539968584095526e+000    1.980952838804882e+000
 20    1.923161461303539e+000    2.675714339222477e+000    2.086942260476819e+000
 21    2.023264801928125e+000    2.817899723628752e+000    2.198081192317996e+000
 22    2.126391669366423e+000    2.962771642908342e+000    2.311161828307362e+000
 23    2.236212573140241e+000    3.115683069888516e+000    2.430444644271540e+000
 24    2.350976034524175e+000    3.273649464140512e+000    2.553403871136137e+000
 25    2.474251356135310e+000    3.442114059867982e+000    2.684057843276581e+000
 26    2.604770493890060e+000    3.618366761103794e+000    2.820479078866972e+000
 27    2.746368528804904e+000    3.808385188819808e+000    2.966683219075882e+000
 28    2.898147866561336e+000    4.009722894097030e+000    3.121253227619094e+000
 29    3.064713735854337e+000    4.229238056044772e+000    3.288496721421531e+000
