# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	40      3.077811733980327      5.294724973619601      1.598115585204861
	41      2.649656381060813      7.304367751795767      1.687002063050987
	42      3.878260258781504      7.073737839767736      6.632765312132598
	43      4.887006363229213      1.104006544071506      7.043311810769389
	44     0.1759034579882244      5.658319791367859      7.230722932583102
	45      6.774670111715022      5.359425125154047     0.4720857993451787
	46      3.533421068868422      3.566606757589494      1.717996138351291
	47      3.275179293108724      4.721737046643618      7.217806568430263
	48      5.146850068715247      4.530496082199374      1.545366589424573
	49      3.539411937110262      5.843895583443556      6.182054109178848
	50      6.371034611144983      6.543697761545884      5.367499740938488
	51      7.762768313456623     0.9250774720124717      3.732402107746655
	52      6.121408554252217      7.174001099897129      6.722333084604558
	53      5.945589862263087      6.894050550949303      7.744681115941823
	54      6.878560759616614      6.388692736286735       2.19579405011761
	55     0.2330178590008007      1.625911932703787      6.740259568019026
	56      6.962549973427201      7.437076194776989       3.72171553009068
	57       3.46509293370772      5.675384902479033      4.754736452446651
	58      7.207152154014343     0.1295841429628258      7.188719288613529
	59      0.853912345597222      5.924601294378657       4.88483293716644
	60       4.74870687076019      4.281740963616667      7.446926055536236

	:                37                    38                    39  :=
	1       3.691289464852485      3.865803357136176      4.067798334357818
	2       5.926662925862336      4.790228309492184      1.664221883353488
	3       7.222329092123815      6.369736343183845      0.624585651432137
	4       1.906282550372802      4.919972226879825      6.273770650841662
	5       5.602898926893882      1.375670980335472      6.377759697002356
	6       3.588016786204753      4.659331062216507      3.107558593482759
	7       6.337350253553303      2.656356717293423      3.967852751987802
	8       3.170802070838568      1.370094466867694      5.403576201979386
	9       2.454364081013341      2.219389739940999      1.704473856833272
	10      3.949539931875161     0.9990873827913237      6.037938023759878
	11      6.042927914220608      4.719755338350589       6.96388495967705
	12      5.425475530423228      4.219406847832434      1.646446921372689
	13      3.881165723634178      4.859224136202195       7.75654276367967
	14      6.745241853607854     0.4743896799064035      1.075622647077628
	15      3.993407901545004      2.691660887406058       4.44953138351415
	16      2.207918432395107     0.9608803218597358      6.246493455571095
	17      1.437671206947766      1.614073796317965      7.366935303118929
	18      6.673756047670318      1.611615011000739     0.3763814552126357
	19     0.1465676245433638      1.314998907003544      6.999194338309923
	20      3.356699392673491       7.24340691288286      3.755163637222315
	21      6.890413055952704     0.3923766038725333      5.130917502087296
	22      3.084461723794224      2.268116656377483      1.002360705398954
	23      3.701643876455437      7.431045646556328      7.933051076818419
	24      5.213290727968068      7.295599218112318       7.02181205202054
	25      3.908423942093482      1.355350633014681      2.320506394116832
	26      1.980317265558692      6.426598015106385      4.083327268515705
	27      6.456506397347038      6.421043544603135      6.693809485883767
	28      4.495933798286165      7.851561282553184     0.1077396148517608
	29      2.564069364932912      3.722909612229507      4.226248920345506
	30      2.836667039978646      5.062228234705515      4.338974376286403
	31      4.519187992802419      1.209069408418021     0.2793325892795609
	32      4.127783900282441      5.046575472623267      7.147785912562822
	33      4.007981669493294     0.8271871862588756      3.027162332695069
	34      7.533756484878128     0.2035496580051728      4.117913929797388
	35     0.8474537385274692      7.527171981629633      5.595774251726479
	36      1.122577929705068      2.774542393114166      7.613392544153085
	37      1.210667660096629     0.7892457957288066      7.066422375761724
	38      3.221924032116956      7.388074570938111      6.474803583305995
	39      3.191163774213342      5.986135412033288      3.715544151709163
	40      6.562731390558663      7.667184079896442     0.3504392386730655
	41      7.127287482129945      1.941810003810668       2.90736681640142
	42     0.4905120322635418      1.907283273677784      1.816226763932314
	43      7.034451987754966     0.6708315282874148      1.041160081001536
	44      2.801247510223146      2.684476277291695    0.08026137972153062
	45      4.001483312442166      6.808214150610303       2.63741482269425
	46      3.606396965713569      5.993770648386041     0.3070100317534372
	47      7.006469345166401      5.163069432266032      2.321894903641908
	48      1.951165026712262      2.700866262657596      4.834292550180149
	49      4.882493617461437      4.259314913980955      7.026484726560004
	50      6.483489875764223       7.13668882171333     0.3782539499387456
	51      7.876559803402848      2.290144189127945      5.923859680779955
	52     0.8478588567492955       4.29059446291228      4.011467554724699
	53      5.571396984955046      2.378931210533602      5.577513678433617
	54      1.974081034156026      2.310718218116648      5.716495169456764
	55      4.470119010644071      3.480856908595622      1.411856914954918
	56      5.075132647318322      1.082473702690114      2.170024403700298
	57      3.364327506960209      3.714556369545886      2.576532554975882
	58      5.375649589705456      7.810159511051894     0.1329048944010366
	59      3.448692138790994      2.968319061444014      5.016679232837669
	60      6.745455786612938      1.486605214877345      6.090317641281414

	:                40                    41                    42  :=
	1        5.01308451862262      1.329390350239949      7.249877312562756
	2        1.07102831362175      5.449180279147789      3.644819999585042
	3       6.785334258677149     0.1292681706288143      5.128330373950712
	4       7.678455228448806      3.238260949839738      1.109411721206569
	5       7.741838711443311      4.161402930970767      6.074071387248576
	6       1.894681873548855       4.73153250823394     0.4185436708686828
	7       1.356238265045276      5.279235450846442      5.603200061774519
	8      0.4816581781339385       7.71615510316773      1.242179364422428
	9       1.384139023209427      4.384983010370394      4.218021359705421
	10      5.071591771831734      1.713208675029872      7.676217668622344
	11      4.410094139610085     0.3659557507178563      7.702295399657431
	12      1.676464724584108      2.112818653089867     0.4601536696598135
	13      7.499040229992504      1.286906239886267      2.136558515486783
	14       4.93036095889459    0.01338519192975595      2.452337523096399
	15     0.1460097305535011     0.6901362413156867     0.1507917069679003
	16      1.147319455259328      7.938368871892024      4.320020008138219
	17      6.759469422137243      4.086641417884491      7.628010770404133
	18      4.939612849320844     0.9193943415920482      5.173662414919131
	19      3.936042908346625     0.9947288573596726      5.440069111847759
	20      3.500426620347899      6.851975019223266      2.608782023266687
	21      4.275691128365698      7.381048964212869      2.069286591084735
	22      7.528635056462472      1.806796601910812      5.055567099991823
	23      2.271790084297227      4.670146953244251    0.04615998353949878
	24      4.979405073996337      0.742176105536714      3.484512879174788
	25        4.5130637087225      5.002393412374598      6.112243112014045
	26       5.92645744147154      5.097194454703392      6.743514633571769
	27      6.291427531723929       5.76344173263745      1.542622143419608
	28       2.59677278111947      6.789836311626389      7.834600693925352
	29       5.29343290721008      7.280669905410497      1.533318956245224
	30      4.229700807945236     0.6467205009473767     0.7032627878901766
	31      5.721261202768032      6.994162270883209      3.017324896346827
	32      6.259584802459556      3.452577781919405      2.758265443003775
	33      6.634411240805498      6.608373865151653      2.075207584171199
	34      3.004999128659299      6.074737124166671      3.982096365095007
	35      1.438543509104243      6.991126990950344      7.966185179192317
	36      5.838980428625255      3.764432683565334      4.665278840463061
	37     0.7158394866846433      6.619843523976578      5.930117006589473
	38      3.803484798147078      5.724225784637707      7.853415614463693
	39      2.362655475443262      3.505115570866065      1.419326618372093
	40      3.833151939333801      6.377862403465045      2.632921609552286
	41      5.940068195671524      4.808507676949265      6.351834549959807
	42      6.774472422606924    0.03386509246536588     0.5642938053902188
	43      2.468380172552381      6.393017429119205      5.441549971894837
	44     0.1453245194717095      5.443853993730356       5.50509968440937
	45      7.192708146111845        7.6261768144455      2.666448825893691
	46      4.761658474544539      2.897169097865726      5.442471715292508
	47      4.007170588020869    0.04692849129144192        2.7833927584237
	48      6.044376229405334      4.209156134333234      2.559980731437681
	49      4.657576686246768      3.701620935597988      6.739693100473767
	50    0.07141348298642133      3.469224778609409      7.123069838783628
	51      4.726175426327659      1.301439584457754      6.106731171306062
	52      6.369116882136513      5.826987360884111      7.008496856197942
	53      5.090179176186067      5.372169515068038      4.232335350155085
	54     0.6921097389781469      2.647697751111374      5.213026826774338
	55    0.00320686446127694     0.6970089579268886      5.165794360555966
	56      4.623230898145347      6.438451728395942       4.76787786553648
	57      2.407537457675704      5.474645647272154       3.83698537636367
	58      2.862989647257047       5.42357647562978      1.043213297692316
	59      0.976232618477333      5.533148018246467     0.1549850354038246
	60      3.028953691666055      6.473258855729235      6.150418631497852

	:                43                    44                    45  :=
	1       3.439667951323166    0.04554956911048672      4.073650381577661
	2       5.621951661211539      4.629645510125265      7.739953087396496
	3       1.186352754139553      3.214348508714528      6.999929466689267
	4       1.354725610512472      2.851096233766567      7.470652945462912
	5       1.188272799824508      1.905555569909376      7.798732019218832
	6       4.033635161887333      4.551696938297751      1.587926688772709
	7       2.005817589822308      4.037214646742727      4.092926596411259
	8       4.951202411445807      4.196729879193451     0.6187672142948636
	9       3.565542341944191      5.274808602739792     0.3152270078532404
	10      3.930084051346055      4.316597524247879      4.938031543739516
	11      2.607108255529556      1.551253819824169      1.327725542855932
	12      3.250993406385887     0.4009823525836973      2.099564053835422
	13      6.735634238790279     0.8256868455534583      6.787479573493217
	14      4.914069971817208      6.893610907173774     0.7067704113150874
	15      6.525428055606574     0.7425884054924491      6.191463312733497
	16      3.029084802639378     0.9471903451033078      1.584137379820562
	17      3.818814073685131      7.683086552845274      3.171431795348726
	18      7.667040833345991      3.712521266075706     0.8980034467095289
	19      2.427746830888436      3.697490549750607      1.728091275309018
	20      6.688104942895039      1.789993128656185     0.9722361288922725
	21      2.874031573544769      6.269403466104385      6.265690542390316
	22      6.301082402366259      3.358478514534726      4.319964073092393
	23      5.794310525085034      7.980022606562907       7.81933438671957
	24     0.7112456266177529      1.643686513699505      4.386340580379234
	25      7.992592274755101      2.513656493643107      3.534324129680114
	26      6.985865127899052      2.746844666797039      5.487259887004618
	27      4.761328107322667      3.676283266206233      2.919548314758015
	28      4.827187696652193     0.5585392698664433      3.676930098882642
	29      4.688901489830401      7.847925157467764      5.623250687375811
	30      7.349907702024287      5.375704824047323      1.516042421103022
	31      2.354849113912767      5.348571886734182      5.247966127074193
	32      6.323527224313012     0.4763995196329554     0.7041498268001042
	33      5.135253697140872      1.936390771991035      3.247012513801354
	34      3.864981155742353      5.127972005444441     0.7865811394003194
	35      6.108149945680742      4.977615269396315      6.744043785185259
	36      5.741987683405362      1.619609317379771      3.635582392249197
	37     0.9629814132354603      4.680183948780038      5.089189504750102
	38      3.793115774101097     0.9357501150279356      3.620335364286785
	39      3.453635505556665      2.198732964465047       4.55996612405949
	40      1.264745425692485      4.493088721495709      4.296003215691039
	41      5.687114433342499      3.991616695556348      5.435074145330115
	42       6.11327584436492      4.503173932964178      6.999233904736369
	43    0.08591493901437952      7.727264188502963      3.139460120159754
	44      1.425203933054535      2.074392997539824      5.510907269435616
	45      7.035915111855049      6.095535069526281      1.191803111182055
	46      7.245674975059626      1.251433965294547      4.009118407469918
	47    0.07316535577057758      4.600110640831171      6.915695322605456
	48      3.062187279337411      2.195622047024871      5.239755591353273
	49      3.394534034785296      3.381392792526289     0.6776944796053986
	50       7.56966562147054      4.258547945163709      7.727120498614363
	51      3.667694850661241       1.09399735377568      3.601930312474526
	52      7.473177654061666      6.474804332389304      1.125587286570317
	53      2.880234330381493     0.4058095107195894      1.172166060959046
	54     0.7268575960990076      6.703750896438256      3.191811330963367
	55     0.5985389134017463       6.07137431841095      1.482931563520233
	56      4.401678194474649        2.6985589998616      6.606188435491148
	57      7.242686135898169      6.665733241146219     0.3245774481782829
	58        4.2283425965209      3.043173398436376      1.406260166244813
	59      2.537370276439999      6.369917331072972      3.811947122545067
	60      4.316207769593217      1.994979884299614      5.288027963801452

	:                46                    47                    48  :=
	1       7.460382978727938      5.630495881565618     0.9375780290260419
	2       6.272910402823911      4.199770465089515      4.501603418459719
	3       4.432116641268431      4.797229943695179      2.448583212953358
	4        3.68327531881626      4.667388790556507      7.159616700385041
	5       5.349218510721475      4.300072100071679      2.159552095251401
	6       2.354498166459453      5.199429983367609      7.339605793890312
	7       5.227041067470699      7.094033909421786     0.3147968379631069
	8       2.769359518823801     0.2010787611027204      5.860508497952989
	9       3.373758050398154      7.926623800000688       2.79356514820318
	10      6.408468660324949      7.593601884506872      6.105833018663211
	11      7.716141156154617     0.5742192932832842      1.372978419826697
	12        2.1323756164503      1.044407870394794      5.693225167675575
	13      1.116968025046021       7.57297708834224      1.687583187021397
	14      3.645701378353492      2.816875339010303      6.845777041417537
	15      7.999450803627338      7.256653642682606      3.232727134147234
	16      1.083498099058908     0.6521590512973162      3.050341291231244
	17      1.215284179442632      1.622240153774082      2.394432298290235
	18      4.566019724379518      2.708875654835564      5.321117795383373
	19       7.83888412421808      6.187745203551231      3.021098569730917
	20     0.7006343182359202      1.262343951719315      2.819258437376607
	21      1.877463019825281      6.513636854024512      4.651971802773533
	22       3.94036203516996      1.957921609344776      3.098625247703779
	23      7.397429672665423      1.447578409153493      3.154420476362812
	24       2.90184556116598      3.041915636818457     0.7812315205684891
	25      6.435401261029671      4.603317982364227      4.815681383070444
	26      5.483224067766378       3.07352392378314      2.340035110517372
	27      3.484027492935191      5.131722544624624      1.632177386861208
	28      1.502607699473712      1.317115640365711      1.475407981527432
	29      1.970623751433497      2.628270710467968      7.356345517148556
	30     0.8639257786733637      7.969142995457898      6.735479725561804
	31      1.568933410658043      5.769116328357528      7.856050982710507
	32      3.359051933300777      7.391220099862531      5.905633178609075
	33       7.20810961329428      6.068082795961792     0.8026635586180004
	34      5.090458354913779      4.173189915599454      1.870540510735969
	35      7.089498977028766      1.842662484060121       3.18870549745139
	36      6.095481335855565      7.568780511954292       4.55746903653518
	37      1.485233854597322      5.653487682648786      1.943725581401813
	38      1.605359261609479      1.671240868750554     0.1848014715913626
	39       4.56144463153911      7.669485772757113      7.443734099720488
	40     0.8586670195626384       3.36671713612169     0.7670451126231981
	41      5.734514597544048      5.845275852975409      7.852914244306575
	42      0.808269886842402      1.896054382758873      1.594617496567394
	43    0.08411636874886708      7.089041936225961      1.535442429847242
	44       0.80227912915623      2.476656987909127      6.673437433564054
	45       5.01390864998604      2.656842836865434      3.716162010827375
	46      1.874371971387758      5.429501106276574      4.889970849901339
	47      3.521896881317561     0.2105306519439957      6.273682394708915
	48      5.737508253368437      4.353860552439055      5.646785467174605
	49      7.758956739969097      4.688373622864898      6.296837280614897
	50      2.556028369457863      7.967388731716118      7.603218880396927
	51      2.197278966632058     0.7833246637739035      3.049339169190396
	52      1.436801894886919      5.799074151697735      1.187721545042217
	53      5.647074024975922      6.047755883106396      5.017209447876786
	54      5.138953086030023      2.416497751697636     0.3868618833592582
	55      7.036229425250558      3.311970776540585     0.1374668387359754
	56       4.81708732148283      4.120903501407472      5.180062954596009
	57      4.689747183801313      4.177989725940309      5.575293667633929
	58       7.19889133566217      1.842752524955495      2.400644947618594
	59      1.789008359250148      6.293853690377027     0.1033127221302451
	60    0.01303901784207026     0.5958948389612374      4.959068469855036

	:                 49                    50   := 
	1       7.478631141713985      4.917988372545241   
	2       3.995914640143285     0.5764317926999056   
	3       5.090642237618818      2.157639418209129   
	4       4.842188181630825     0.8743947368822911   
	5       4.107156133515917      7.006807746408071   
	6       3.019618176662699      7.196170573526946   
	7       6.567060115001444    0.02404614905601581   
	8      0.5765510900370071      7.214575898990302   
	9       7.585689466149684       7.01680711146687   
	10     0.1267027470822931       7.83936847155141   
	11      2.608914735620637      7.953593198956824   
	12      3.537410500218439      2.575637885486761   
	13      6.941430066392375      1.443053168110649   
	14      3.669020207407947      1.177630530420932   
	15     0.2109602874945392      5.378428943071909   
	16     0.3079154692474551      2.299411342291118   
	17      5.993230654825957      2.568660240167054   
	18      5.618237317376644      4.081791535535494   
	19      4.930463651210552      2.769089302747539   
	20       4.55787736960108      6.163970776455994   
	21      4.189461016779093      6.953881573015148   
	22      5.457480581244629      6.724765187985956   
	23      3.283151183778654     0.4023126015374637   
	24      5.228779051490505      7.746346971650071   
	25      6.495941852934116      6.330749424795756   
	26      3.047184586243481      2.577294078025627   
	27       2.19135474573545      3.192486889943954   
	28      2.635194646631812      4.721947357956361   
	29      3.048865660942599      1.144695821234887   
	30      1.730909730867662       1.60251812522997   
	31      4.886465416666872      1.003229764130127   
	32      6.853040669901278      1.296902617218604   
	33     0.4637605018284804      4.422344776861205   
	34     0.7380242413071549      7.734029097676113   
	35       2.01220658374286      2.888905157198983   
	36     0.3542464668375243      5.510314179055039   
	37      6.685932074811481      7.186451776696844   
	38      6.747232644363971      4.818095646087559   
	39      7.823774014090708      4.937820297283055   
	40      3.126985532536293      4.714080521804584   
	41     0.3154242248726986      4.222697370987078   
	42      1.111965632605899       3.86266619813914   
	43      6.092436657308028      6.696631083997753   
	44      1.979947296729165      4.045806586348726   
	45     0.3221724250427856      3.451868910950754   
	46      3.734658688952931      1.664938674224206   
	47      7.178447406429351       3.74816156126165   
	48        4.1914380295566       1.41407782491685   
	49      6.259203280670255      1.980616613975469   
	50      2.740587210277457      4.909883218429826   
	51       2.19891673710763      3.161401920685373   
	52      7.313285804194355     0.3893301329113953   
	53      6.034644250928904      6.248743214629084   
	54      4.705272694897269     0.8623711776972156   
	55       2.92421904814348      4.680509056515002   
	56      6.601373791392063      4.490663443388057   
	57      6.615218455256334     0.7903472191102162   
	58      5.695981858055128     0.6681643601853455   
	59      5.236876481953931      1.828030652545169   
	60      3.479381263547176      3.655968154070901    ;

param	 	M
	:                 1                     2                     3  :=
	1        31.3683311151171     0.7661225783935774     0.7774728557798694
	2      0.1541975263239111      31.19346837416535     0.5825538805040326
	3      0.3700079756331603    0.04678815650802712      31.61037014744418
	4      0.3682014236239127     0.7255847333551683    0.02791449839237525
	5      0.7033633293024115      0.843024943182373     0.5178331341896198
	6      0.1311668187594296     0.4564661707207691     0.0762676757142963
	7      0.1931487536787834     0.0735846052877205     0.2558943271304784
	8      0.7077335623851286     0.3311404648598079     0.8608950067466694
	9       0.536581089890711     0.6590711067469923     0.9585269509136849
	10     0.3839284115237601     0.1019723174413792      0.373009636707074
	11      0.198678158494306     0.2648671863065155     0.9621039946540231
	12     0.7274990316694426     0.4010180538693353     0.4599863254678049
	13     0.3290696293323231     0.8253020181380856     0.3646795174312226
	14     0.5483642384786163     0.5683882854632242     0.8603037460499164
	15     0.2209037295342287     0.5458414951829426     0.3621145918763114
	16     0.2056146508734365     0.4922452235327807     0.2426255150152177
	17     0.4082270496059056     0.9806387372891919     0.3609085446876564
	18     0.7407678081876593     0.1787912374189303      0.395316585257853
	19     0.0633818262075407     0.4389018629523845     0.8044421581759603
	20     0.1740265892125598     0.3507531143082822     0.1199549029007329
	21     0.5161842232323113     0.9610524502709481     0.3897328762955265
	22     0.5654026106726052    0.01561190970140022     0.1555489563846965
	23     0.2968593931253043     0.6647339282235614     0.2603343111314747
	24     0.7221158311544621     0.3448459653056221     0.2716654295606635
	25     0.4110358966146072      0.898221833376298     0.3620162025132004
	26      0.901951513249033     0.4541764492373861     0.8194047482743336
	27      0.649646856123238     0.2989533469140956     0.8691773763513021
	28     0.2860711720097096     0.4988016994174899     0.2788713195947487
	29      0.160690940015265     0.8253384614331151     0.9390204966252661
	30      0.442031682731377     0.1249953243308518     0.1615146083573138
	31     0.9384816788576895     0.5784819295416014     0.9906897705970685
	32     0.1893783654038999     0.8218462907419666     0.4960606662443572
	33     0.2580941829734789     0.4327550231306187     0.3633990873629407
	34     0.3605310046020017     0.8206954281100388     0.6843503446941844
	35     0.7393191728334343     0.3636646446834699     0.9646674992190274
	36    0.08117931442831915     0.4055667619325875     0.8957383427412225
	37     0.7871929009483827     0.9559358029061296     0.1242171510813274
	38     0.2503514430984204     0.5690458144838884     0.9312032352517403
	39      0.898840867597729     0.8708721123744292      0.949860981172483
	40    0.02347740387324804     0.8681203089600381     0.0716119082007657
	41     0.4218650735008758      0.839572723077216     0.5654274333370207
	42     0.2421262996545739     0.9295179760599958     0.8928189640368768
	43     0.8735359785052451     0.2705832973330771     0.3429585039451957
	44     0.9379249095154676     0.1753197194561242    0.06737383688567118
	45     0.6851864457243919     0.2164640735722152     0.6018691387180216
	46     0.4702132881576451     0.7673516012520234     0.1343513505441093
	47     0.4231689065448163     0.6673837827929098     0.8186735938051085
	48     0.5725933717869497      0.837319815622859     0.2821418740270769
	49     0.4256682512104256     0.8117528460155078     0.9109597968823496
	50     0.6342453110322441     0.2348133079188948      0.343783189285517
	51     0.2260776266374549     0.6025850429641939     0.4438325208925571
	52     0.7270572066686162     0.9064457983258827      0.773798731144523
	53     0.9111346513548981     0.8662624385873595     0.1095947556478165
	54      0.346727962439853     0.0821927540202823     0.8833010691020097
	55    0.06303220471812473     0.2454088134345436     0.9920373753268354
	56     0.7835609503538263     0.5509502352473791     0.3851526780265396
	57     0.1845721518550716     0.1221116941780603     0.7827227422058284
	58     0.6333716432956843     0.5966789933118831       0.96274737881158
	59     0.3934648958113144    0.08537399828412055    0.02516594771802837
	60     0.1125982052767997     0.5511616866777967     0.9397701078530757

	:                 4                     5                     6  :=
	1     0.03843170399851865     0.6913300040295418     0.5377101412151392
	2      0.9411618000536395     0.7665628930814637     0.2287169960268573
	3      0.8306768777795245   0.001461828996146442     0.6978013134126226
	4       31.46122581496126     0.9470241161504573     0.3716004038727876
	5      0.3033595340163945      28.06152045929468     0.2358304578839998
	6      0.1537711176240156       0.13922500597792      31.72920132514834
	7      0.9282516394768855      0.965866754965012     0.3098872270258253
	8      0.7812302591038011     0.7002512247175724     0.4484874561620668
	9     0.05668392727681631    0.04874204139923245      0.228058723764161
	10     0.4013994627375041     0.9409194091389397     0.1234814952418346
	11     0.6771986919210081    0.03796427044095455     0.5639838554640066
	12     0.9043629278074781     0.6116827444849582     0.5026618297371908
	13     0.5737554905351869     0.1600248455720989     0.4307916177017446
	14     0.2586400652797736     0.4429595608133194     0.2550328905039145
	15     0.2512705523670985    0.08269856446434705        0.8972192050306
	16     0.5168707689364581     0.5130849816060267     0.9888417892324244
	17     0.6160405449729077     0.4214285181096014     0.7662246003886473
	18     0.9514655305620466    0.03254174750077053     0.8121184832036888
	19     0.2412305326113329     0.7363068365722746     0.9406730933137326
	20     0.4948486270951765     0.2213998133404797     0.1441026177175651
	21      0.334982444526286     0.3114595269181005     0.8265724026639146
	22     0.3860037534353239     0.8660125714692972     0.5686662904416729
	23      0.571066717629129     0.7832839615140572     0.3611335541139559
	24     0.2311768755866102     0.9938636814702783     0.2984964678095915
	25     0.1381464111462019     0.3148553544972147    0.03403702046898353
	26     0.2872184193654658      0.839032638221417      0.747644060374493
	27     0.3780885794058515     0.3080668492792143     0.1005718629209253
	28     0.5044849838300203   0.008266262294735489     0.7123089257998233
	29     0.5584092473769054     0.4659772131554806     0.5281741970315158
	30     0.3498378892406924    0.05093008703278021     0.9185158622784837
	31     0.5180015167394746     0.7971001749761526     0.3567753571100227
	32     0.1269455688676283     0.1250134899140745     0.5126589712371681
	33    0.06354317993821808     0.2072088738548276     0.8232819025690958
	34      0.741623329479407     0.1027425930863192     0.3158271573339476
	35     0.8603874950950144     0.1056246457554839       0.24006019207294
	36     0.2074668271206013     0.3842845123529592     0.3916423174661682
	37     0.9022343909450239     0.2678649494136034     0.9791693264597076
	38     0.4435634736248688     0.5806921498109032     0.9365079854447528
	39     0.3270706503922273     0.8704445481090156     0.7977230330651349
	40     0.9521427861424524      0.888695487710998     0.7317836702064755
	41     0.6271400129238835    0.09979220334068678     0.8283635789517697
	42     0.9753311080216768     0.7792527445198626     0.9865204870897145
	43      0.670224535469792     0.4595409902619342     0.5608382168295207
	44      0.428929011285331     0.9766373318303258    0.03220421152579275
	45     0.3252944777221266     0.1959597821428321     0.3698192887065143
	46     0.4797220979475323     0.2319185338731758     0.7967297391885952
	47     0.3363369534640678     0.5355610457864409     0.8534643733072818
	48     0.9736617219332047     0.7223799126252509     0.6348976480263318
	49     0.4657500024484237     0.7767052624443087     0.2295651872720412
	50     0.8547442842176788     0.2175126525906597     0.3541195232434756
	51     0.1478245633662265     0.4624973343569266     0.1199176651816392
	52      0.654531696505654     0.8590907553985039      0.320117049006515
	53     0.3085542871211168    0.06762914461565497       0.96523397208673
	54     0.6126935319919121     0.5520948162345837     0.8407670861204005
	55     0.3492695672797171     0.4904903363987453     0.7046063475531328
	56     0.3393655024943052     0.4993289166033016     0.1493293999272176
	57    0.01273476338625746    0.06658600046636358     0.7179593853575905
	58     0.7165386466183973     0.2633313726495033     0.1302241107115019
	59     0.4776018990204999     0.8078713598205142     0.6802711345902455
	60     0.6598287559749914     0.8135790871207462     0.7794781667047497

	:                 7                     8                     9  :=
	1      0.7639562443546647     0.2395103466467389     0.8125411735198751
	2      0.2315434847344534      0.991590053414965     0.2923533862543519
	3      0.9367583766204407     0.9697845988435799     0.6040750600079499
	4      0.3335386157368939   0.009116841700330874     0.5522529353242199
	5      0.1176950182523802     0.5578239211632222     0.4175103873932414
	6      0.1383410897169049     0.8127459188755304     0.5769180234912997
	7       30.63426240285184     0.2018141524063067     0.2503991561366162
	8      0.9172238718534044      30.68656515880687     0.9818194434824403
	9       0.784344833936953     0.2513541116833873      31.31001766286251
	10     0.4868488731743109     0.4228091173147167     0.3251318651043218
	11     0.5130034480366101     0.9044524743234696     0.3030202617915175
	12     0.9313234763831305     0.2374415338431864    0.02608347105739312
	13    0.09282915703730692     0.1155053336810614    0.07695279828557039
	14      0.393079855682407     0.4506211016509954     0.7070100967453683
	15    0.03527442529208102     0.8755590476365266     0.7883099806096799
	16     0.4584846040656467     0.8449088722325566     0.8415190199857034
	17     0.9300816489319437     0.5626864863325665     0.9572237826780199
	18     0.0710782470582319     0.6766673659162332     0.7276673270137345
	19     0.7248650986903254     0.8494379040891259     0.2929706927086824
	20     0.9808826649626079     0.1376556017323438     0.9924415791195602
	21      0.206480634339494      0.138000758829993   0.006999381254089984
	22     0.4340470619144094     0.7617469016158098     0.2070359469073739
	23     0.9669956694631069    0.09432097959106216     0.9152795805673191
	24     0.1193326122967302     0.8972763428145135     0.8594070235964341
	25     0.6545241804313083     0.7257835906848221   0.005632890962941873
	26     0.3074303784834081    0.00873155204652162     0.6812921835340173
	27     0.1116607286367306     0.8022933618218702     0.7119288022256786
	28     0.5648444166248612     0.9183113084477617     0.8861380485891458
	29     0.6575090501575219     0.4369005396397776     0.3560129018103643
	30     0.3466017012280755     0.8666825839051917     0.1393336675405232
	31     0.3863064222712743     0.8235253797653855     0.4652474214852764
	32     0.8159812016489849     0.9096454763679294     0.9861963968666284
	33   0.004460220466049421      0.324167232184973     0.2642510348994812
	34     0.8999941175603754     0.3699699021651231     0.5260431043160727
	35     0.6854078053608168     0.6585262520352471     0.2659429331485048
	36     0.4362942770690357     0.1844928972211257     0.5369124874136728
	37     0.8558141560656145     0.2055175514084276     0.7376950795292386
	38     0.4020170040455135     0.2930333057938473      0.477541768399895
	39     0.3963717407404156      0.332121334753367     0.5020890099268188
	40     0.3334940221824309     0.8320367889058641     0.4785485007363403
	41     0.3176373879635026     0.7066380776475375     0.5462789259365022
	42     0.4680766544591968     0.7040703751921848     0.6476416997910741
	43      0.198648609398786     0.6858165669448347     0.7297323081591234
	44     0.9378618396898327     0.6623974670386151     0.6120108808868555
	45     0.7568787296895855     0.6497492773180048     0.4710485467870345
	46     0.0415331012729281     0.8412014748013447     0.3797766978405372
	47     0.1624468484231845     0.9562268361180039     0.3240961084945242
	48     0.2464680925778425      0.119282574412544     0.9360170969711218
	49     0.1365203325530186     0.3958157202415794     0.3562203564133304
	50     0.7723509423671353      0.433195185872488     0.2761112847396625
	51     0.1315597344323465     0.9839892403086267     0.7777049916308501
	52     0.8031770583913923     0.0857344198704318     0.4029921914847916
	53     0.8412408475884718     0.5646955323250309     0.9102928450543077
	54     0.1880302596303225      0.151727366683727     0.9699757386227009
	55     0.8051507271401701     0.1242997537631111     0.3277821678203478
	56      0.496292808514196     0.2721291421881657     0.2515689384256767
	57      0.789648276829917    0.05098180296320032     0.1768140775580894
	58     0.6326055832475608    0.07863602085145829     0.6529073815395462
	59     0.3817577821292372    0.06418737996383603     0.6480297946080623
	60     0.1503226577769867     0.8619328980563353     0.3672870256790094

	:                10                    11                    12  :=
	1      0.5224802539099975     0.1607256597251956     0.7675252650755267
	2      0.2391174782601968     0.8953763692608959     0.2057999008279821
	3     0.05757474552998895     0.7300223858747287     0.1520053382026065
